species,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,basisOfRecord,depth
Pandarus cranchi,37.73,-65.7,NA,PRESERVED_SPECIMEN,NA
Pandarus cranchi,38.82,-64.03,NA,PRESERVED_SPECIMEN,NA
Pandarus cranchi,40.57,-64.03,NA,PRESERVED_SPECIMEN,NA
Pandarus cranchi,37.73,-65.7,NA,PRESERVED_SPECIMEN,NA
Pandarus cranchi,37.73,-63.7,NA,PRESERVED_SPECIMEN,NA
Pandarus cranchi,37.73,-65.7,NA,PRESERVED_SPECIMEN,NA
Pandarus cranchi,36.7,-70,NA,PRESERVED_SPECIMEN,NA
Pandarus cranchi,37.75,-71.82,NA,PRESERVED_SPECIMEN,NA
Pandarus cranchi,36.25,-71.67,NA,PRESERVED_SPECIMEN,NA
Pandarus cranchi,37.75,-71.82,NA,PRESERVED_SPECIMEN,NA
Pandarus cranchi,36.7,-70,NA,PRESERVED_SPECIMEN,NA
Pandarus cranchi,34.75,-73.68,NA,PRESERVED_SPECIMEN,NA
Pandarus cranchi,36.7,-70,NA,PRESERVED_SPECIMEN,NA
Pandarus cranchi,22.55,-97.07,NA,PRESERVED_SPECIMEN,1829
Pandarus cranchi,20,-92.42,NA,PRESERVED_SPECIMEN,1463
Pandarus cranchi,24,-97.85,NA,PRESERVED_SPECIMEN,2780
Pandarus cranchi,23.17,-92,NA,PRESERVED_SPECIMEN,3804
Pandarus cranchi,24,-97.85,NA,PRESERVED_SPECIMEN,2780
Pandarus cranchi,27.03,-93.77,NA,PRESERVED_SPECIMEN,1097
Pandarus cranchi,28.97,-88,NA,PRESERVED_SPECIMEN,1609.5
Pandarus cranchi,21.055278,-76.509167,3036,PRESERVED_SPECIMEN,NA
Pandarus cranchi,23.131944,-82.364167,8402,PRESERVED_SPECIMEN,NA
Pandarus cranchi,41.948719,-70.318637,33895,PRESERVED_SPECIMEN,NA
Pandarus cranchi,19.17,-69.4508,NA,PRESERVED_SPECIMEN,31
Pandarus cranchi,18.6583,-66.3729,NA,PRESERVED_SPECIMEN,1792.5
Pandarus cranchi,37.1417,-74.5583,NA,PRESERVED_SPECIMEN,155
Pandarus cranchi,37.1417,-74.5583,NA,PRESERVED_SPECIMEN,155
Pandarus cranchi,37.1417,-74.5583,NA,PRESERVED_SPECIMEN,155
Pandarus cranchi,39.2047,-72.1583,NA,PRESERVED_SPECIMEN,0
Pandarus cranchi,39.2047,-72.1583,NA,PRESERVED_SPECIMEN,0
Pandarus cranchi,39.53,-72,NA,PRESERVED_SPECIMEN,589
Pandarus cranchi,-12.499641,-54.033203,2359900,PRESERVED_SPECIMEN,NA
Pandarus katoi,28.7167,-88.9833,NA,PRESERVED_SPECIMEN,NA
Pandarus katoi,-10.6,-83.6667,NA,PRESERVED_SPECIMEN,16
Pandarus katoi,-12.9,-83.55,NA,PRESERVED_SPECIMEN,17.5
Pandarus katoi,9.8667,-85.4833,NA,PRESERVED_SPECIMEN,NA
Pandarus katoi,8.4167,-83.75,NA,PRESERVED_SPECIMEN,NA
Pandarus katoi,10.05,-85.8833,NA,PRESERVED_SPECIMEN,NA
Pandarus katoi,21.3333,-106.833,NA,PRESERVED_SPECIMEN,NA
Pandarus katoi,21.3333,-106.833,NA,PRESERVED_SPECIMEN,NA
Sheina orri,-23.45,151.916,NA,PRESERVED_SPECIMEN,NA
Sheina orri,-23.45,151.916,NA,PRESERVED_SPECIMEN,NA
Trebius shiinoi,35.07,138.55,NA,PRESERVED_SPECIMEN,NA
Trebius shiinoi,35.07,138.55,NA,PRESERVED_SPECIMEN,NA
Trebius shiinoi,35.07,138.55,NA,PRESERVED_SPECIMEN,NA
Trebius shiinoi,35.066667,138.55,NA,PRESERVED_SPECIMEN,NA
Petromyzon marinus,45.152988,-64.799475,21,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.953434,-78.91473,433,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.159611,-2.079751,5346,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.791508,-70.806237,4,HUMAN_OBSERVATION,NA
Petromyzon marinus,45.315403,-67.271944,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,39.689667,-76.422878,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,39.675347,-76.451275,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,44.004136,-76.041651,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,45.598458,-66.32528,62,HUMAN_OBSERVATION,NA
Petromyzon marinus,45.592125,-66.321972,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,45.089366,-81.284821,27222,HUMAN_OBSERVATION,NA
Petromyzon marinus,51.77322,-4.00028,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,41.938171,-8.620754,27723,HUMAN_OBSERVATION,NA
Petromyzon marinus,63.685496,8.344433,500,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.114,-66.208833,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,41.949333,-66.623,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.848833,-67.515333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.2005,-66.545,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.268667,-66.529,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.671833,-67.326,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.325833,-66.75,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.571333,-67.259833,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,41.5955,-66.513667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.571333,-67.259833,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.12,-67.348667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.571333,-67.259833,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,41.949333,-66.623,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.571333,-67.259833,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.268667,-66.529,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.325833,-66.75,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.2005,-66.545,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.114,-66.208833,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.268667,-66.529,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.571333,-67.259833,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.349167,-67.291,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.0905,-66.6425,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.12,-67.348667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,41.5955,-66.513667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.349167,-67.291,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.671833,-67.326,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.671833,-67.326,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.671833,-67.326,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.671833,-67.326,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.848833,-67.515333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.671833,-67.326,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.671833,-67.326,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,55.013323,-2.97271,7.1,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.211909,-72.602168,78,HUMAN_OBSERVATION,NA
Petromyzon marinus,63.57046,9.449046,1140,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.411148,-79.778428,8,HUMAN_OBSERVATION,NA
Petromyzon marinus,39.577881,-76.398454,9532,HUMAN_OBSERVATION,NA
Petromyzon marinus,39.595905,-76.368805,1528,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.175715,-2.0907,7.1,HUMAN_OBSERVATION,NA
Petromyzon marinus,44.6931,-87.490342,4,HUMAN_OBSERVATION,NA
Petromyzon marinus,40.829841,-75.463618,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.067067,12.657271,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,45.722245,-65.503625,24,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.064615,12.662419,100,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.902998,12.494254,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.478973,11.676895,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.063941,12.661224,50,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.479893,11.678054,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.479893,11.678054,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.542197,12.067204,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.064615,12.662419,100,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.543175,12.100343,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.479203,11.678135,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.749316,12.173547,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.476866,12.115911,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.481598,11.677955,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.486989,11.675898,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.544655,12.100064,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.664123,12.919759,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.478973,11.676895,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.479376,11.677102,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.480917,11.67756,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.494905,12.159488,50,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.7462,12.156362,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.543286,12.067411,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.479376,11.677102,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.21627,11.912011,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.74736,12.174283,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.493095,12.1244,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.543788,12.101052,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.902998,12.494254,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.747475,12.175379,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.748468,12.174373,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.484584,11.676733,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.748175,12.176062,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.747768,12.174086,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.7462,12.156362,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.542197,12.067204,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.749316,12.173547,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.900265,12.516649,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.495383,12.16804,50,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.49159,11.671478,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.544434,12.099831,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.495383,12.16804,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.543175,12.100343,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.484584,11.676733,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.664123,12.919759,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.49159,11.671478,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.748779,12.174436,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.21627,11.912011,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.900265,12.516649,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.543788,12.101052,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.745543,12.15576,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.46877,11.68356,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.476803,11.6765,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.473402,11.681602,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.462009,11.684908,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.473402,11.681602,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.467253,11.682527,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.473552,11.678575,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.467319,11.68224,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.473679,11.677775,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.474229,11.675853,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.467178,11.681485,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.462009,11.684908,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.474797,11.675889,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.462695,11.684692,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.473238,11.679886,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.461789,11.685483,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,44.386813,-64.528053,16,HUMAN_OBSERVATION,NA
Petromyzon marinus,45.965491,-66.681297,74,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.3668,12.481651,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.258396,12.333123,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.344442,12.523979,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.322071,12.536475,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.258396,12.333123,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.332615,-2.830209,48,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.8815,-64.113667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.8815,-64.113667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.901192,12.522551,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93463,-3.398252,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93463,-3.398252,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93463,-3.398252,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93463,-3.398252,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.83756,-3.393336,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93463,-3.398252,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93463,-3.398252,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93463,-3.398252,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93463,-3.398252,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.83756,-3.393336,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.83756,-3.393336,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.83756,-3.393336,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.83756,-3.393336,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93463,-3.398252,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.83756,-3.393336,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93463,-3.398252,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93463,-3.398252,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93463,-3.398252,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93463,-3.398252,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93463,-3.398252,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.83756,-3.393336,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93463,-3.398252,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.83756,-3.393336,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93463,-3.398252,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93463,-3.398252,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.83756,-3.393336,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93463,-3.398252,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,41.933774,-70.923635,NA,PRESERVED_SPECIMEN,NA
Petromyzon marinus,48.62556,-1.282142,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.62801,-1.276286,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.62801,-1.276286,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.62556,-1.282142,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.62801,-1.276286,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.64466,-1.247378,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.63886,-1.163738,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.62556,-1.282142,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.62801,-1.276286,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,44.35,-53.18333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,35.990541,-76.943821,4,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.173167,-66.965333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.287,-66.770333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.241833,-66.606333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.241833,-66.606333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.287,-66.770333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.241833,-66.606333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.287,-66.770333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.287,-66.770333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.173167,-66.965333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.173167,-66.965333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.721667,-64.860833,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.879667,-67.5695,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.804167,-63.9825,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.3845,-67.123667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.482,-67.284833,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.984333,-67.452333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.741333,-62.757667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,41.350333,-68.959667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.721667,-64.860833,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.482,-67.284833,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.741333,-62.757667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,40.370667,-67.799167,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.3845,-67.123667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.804167,-63.9825,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.3845,-67.123667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,40.370667,-67.799167,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,41.6805,-68.632167,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,41.350333,-68.959667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,41.350333,-68.959667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,41.6805,-68.632167,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,41.350333,-68.959667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.3845,-67.123667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,41.350333,-68.959667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.3845,-67.123667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.3845,-67.123667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.984333,-67.452333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.3845,-67.123667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.3845,-67.123667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.3845,-67.123667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.984333,-67.452333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.3845,-67.123667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.984333,-67.452333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.984333,-67.452333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.879667,-67.5695,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.984333,-67.452333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.879667,-67.5695,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,41.964763,-87.632095,6,HUMAN_OBSERVATION,NA
Petromyzon marinus,51.95,4.95,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,55.010891,-2.973433,7.1,HUMAN_OBSERVATION,NA
Petromyzon marinus,50.05061,1.41888,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,38.923914,-77.050056,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,46.83667,4.24331,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.900314,12.518778,200,HUMAN_OBSERVATION,NA
Petromyzon marinus,46.610405,-91.890648,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.133408,-72.442494,2,HUMAN_OBSERVATION,NA
Petromyzon marinus,41.669055,-75.057134,122,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.908021,-78.688759,4,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.211612,-72.602286,169,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.541396,12.123456,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.541396,12.123456,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.542264,12.067078,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.543305,12.067321,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.543305,12.067321,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.542264,12.067078,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,44.965562,-74.929801,4208,HUMAN_OBSERVATION,NA
Petromyzon marinus,46.14642,-83.861162,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.977736,12.189878,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.461295,11.685609,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.063941,12.661224,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.473839,11.677874,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.479926,11.678512,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.462803,11.68356,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.900265,12.516649,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,58.476277,11.677155,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.063941,12.661224,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.900265,12.516649,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.747336,12.174571,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.063941,12.661224,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.74818,12.175882,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.749033,12.174616,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.749498,12.173564,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.74818,12.175882,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.747336,12.174571,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.746876,12.164545,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.064615,12.662419,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.749033,12.174616,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.746876,12.164545,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.748779,12.174454,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.748779,12.174454,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.748098,12.168974,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,50.98092,-0.524497,0.7,HUMAN_OBSERVATION,NA
Petromyzon marinus,45.57252,-84.745628,NA,PRESERVED_SPECIMEN,NA
Petromyzon marinus,43.976367,-78.006084,50,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.901192,12.522551,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.883038,-78.656417,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.6264,-1.28037,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.6264,-1.28037,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,51.1,6.05,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,50.93764,-1.3647,0.7,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.83756,-3.393336,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.83756,-3.393336,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.83756,-3.393336,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93714,-3.398753,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93714,-3.398753,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93714,-3.398753,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93714,-3.398753,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93714,-3.398753,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93714,-3.398753,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.83756,-3.393336,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.83756,-3.393336,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.83756,-3.393336,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93714,-3.398753,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93714,-3.398753,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93714,-3.398753,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93714,-3.398753,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93714,-3.398753,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93714,-3.398753,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.83756,-3.393336,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93714,-3.398753,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93714,-3.398753,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.93714,-3.398753,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,44.476238,-73.221383,6,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.64466,-1.247378,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.64466,-1.247378,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.64466,-1.247378,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.64466,-1.247378,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.62556,-1.282142,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.63886,-1.163738,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.62556,-1.282142,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.62801,-1.276286,10,HUMAN_OBSERVATION,NA
